序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
1,x178-机器人丝杠,,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
2,振华股份,上游-材料-丝杠合金铬,湖北-黄石,,,,,,,,,ABCDEFGH,x178-机器人丝杠
3,金钼股份,上游-材料-丝杠合金钼,西安,,,,,,,,,ABCDEFGH,x178-机器人丝杠
4,洛阳钼业,上游-材料-丝杠合金钼,河南-洛阳,,,,,,,,,ABCDEFGH,x178-机器人丝杠
5,博威合金,上游-材料-丝杠合金棒,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
6,晋亿实业,上游-材料-螺母,浙江-嘉兴,,,,,,,,,ABCDEFGH,x178-机器人丝杠
7,腾达科技,上游-材料-螺母,山东-枣庄,,,,,,,,,ABCDEFGH,x178-机器人丝杠
8,力星股份-300,上游-材料-滚珠,江苏-南通,,,,,,,,,ABCDEFGH,x178-机器人丝杠
9,中钨高新,中游-加工-数控刀片,海南-海口,,,,,,,,,ABCDEFGH,x178-机器人丝杠
10,欧科亿-688,中游-加工-数控刀片,湖南-株洲,,,,,,,,,ABCDEFGH,x178-机器人丝杠
11,华锐精密-688,中游-加工-数控刀片,湖南-株洲,,,,,,,,,ABCDEFGH,x178-机器人丝杠
12,恒锋工具-300,中游-加工-数控刀片,浙江-嘉兴,,,,,,,,,ABCDEFGH,x178-机器人丝杠
13,鲍斯股份-300,中游-加工-数控刀片,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
14,思进智能,中游-加工-冷镦冷锻,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
15,新坐标,中游-加工-冷镦冷锻,浙江-杭州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
16,精锻科技-300,中游-加工-冷镦冷锻,泰州 ,,,,,,,,,ABCDEFGH,x178-机器人丝杠
17,浙江黎明,中游-加工-冷镦冷锻,浙江-舟山,,,,,,,,,ABCDEFGH,x178-机器人丝杠
18,三联锻造,中游-加工-冷镦冷锻,安徽-芜湖,公司具备全系列冷锻工艺（温锻/热锻/冷挤）,,,,,,,,ABCDEFGH,x178-机器人丝杠
19,奇精机械,中游-加工-冷镦冷锻,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
20,金财互联,中游-加工-淬火,江苏-盐城,,,,,,,,,ABCDEFGH,x178-机器人丝杠
21,集智股份-300,中游-加工-校直,杭州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
22,南京化纤,中游-加工-铣床,江苏-南京,,,,,,,,,ABCDEFGH,x178-机器人丝杠
23,秦川机床,中游-加工-铣床,陕西-宝鸡,,,,,,,,,ABCDEFGH,x178-机器人丝杠
24,创世纪-300,中游-加工-切削,广东-东莞,,,,,,,,,ABCDEFGH,x178-机器人丝杠
25,秦川机床,中游-加工-切削,陕西-宝鸡,,,,,,,,,ABCDEFGH,x178-机器人丝杠
26,沈阳机床,中游-加工-切削,辽宁-沈阳,,,,,,,,,ABCDEFGH,x178-机器人丝杠
27,浙海德曼-688,中游-加工-切削,浙江-台州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
28,纽威数控-688,中游-加工-切削,江苏-苏州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
29,海天精工,中游-加工-切削,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
30,华东重机,中游-加工-切削,江苏-无锡,,,,,,,,,ABCDEFGH,x178-机器人丝杠
31,国盛智科-688,中游-加工-切削,江苏-南通,,,,,,,,,ABCDEFGH,x178-机器人丝杠
32,日发精机,中游-加工-切削,浙江-绍兴,,,,,,,,,ABCDEFGH,x178-机器人丝杠
33,秦川机床,中游-加工-磨床,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
34,华辰装备-300,中游-加工-磨床,江苏-苏州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
35,五洲新春,下游-成品-机器人丝杠,浙江-绍兴,,,,,,,,,ABCDEFGH,x178-机器人丝杠
36,双林股份-300,下游-成品-机器人丝杠,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
37,震裕科技-300,下游-成品-机器人丝杠,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
38,北特科技,下游-成品-机器人丝杠,上海,,,,,,,,,ABCDEFGH,x178-机器人丝杠
39,贝斯特-300,下游-成品-机器人丝杠,江苏-无锡,,,,,,,,,ABCDEFGH,x178-机器人丝杠
40,恒立液压,下游-成品-机器人丝杠,江苏-常州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
41,江苏雷利-300,下游-成品-机器人丝杠,江苏-常州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
42,长盛轴承-300,下游-成品-机器人丝杠,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
43,恒而达-300,下游-成品-机器人丝杠,福建--莆田,,,,,,,,,ABCDEFGH,x178-机器人丝杠
44,新坐标,下游-成品-机器人丝杠,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
45,万向钱潮,下游-成品-机器人丝杠,浙江-杭州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
46,嵘泰股份,下游-成品-机器人丝杠,江苏-扬州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
47,长华集团,下游-成品-机器人丝杠,浙江-宁波,,,,,,,,,ABCDEFGH,x178-机器人丝杠
48,德迈仕-300,下游-成品-机器人丝杠,辽宁-大连,,,,,,,,,ABCDEFGH,x178-机器人丝杠
49,凯迪股份,下游-成品-机器人丝杠,江苏-常州,,,,,,,,,ABCDEFGH,x178-机器人丝杠
50,南京化纤,下游-成品-机床丝杠,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
51,秦川机床,下游-成品-机床丝杠,,,,,,,,,,ABCDEFGH,x178-机器人丝杠
52,贝斯特-300,下游-成品-机床丝杠,江苏-无锡,,,,,,,,,ABCDEFGH,x178-机器人丝杠
