序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
1,宇树机器人分为,,,参股，供货，应用,,,,,,,,ABCDEFGH,x146-宇树机器人
2,首开股份,参股,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
3,金发科技,参股,广州,,,,,,,,,ABCDEFGH,x146-宇树机器人
4,中信证券,参股,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
5,卧龙电驱,参股,浙江-绍兴,,,,,,,,,ABCDEFGH,x146-宇树机器人
6,朗科智能-300,参股,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
7,中际旭创-300,参股,山东-烟台,,,,,,,,,ABCDEFGH,x146-宇树机器人
8,雪龙集团,参股,浙江-宁波,,,,,,,,,ABCDEFGH,x146-宇树机器人
9,吉华集团,参股,浙江-杭州,,,,,,,,,ABCDEFGH,x146-宇树机器人
10,荣晟环保,参股,浙江-嘉兴,,,,,,,,,ABCDEFGH,x146-宇树机器人
11,景兴纸业,参股,浙江-嘉兴,,,,,,,,,ABCDEFGH,x146-宇树机器人
12,中科创达-300,参股,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
13,全志科技-300,参股,广东-珠海,,,,,,,,,ABCDEFGH,x146-宇树机器人
14,实益达,参股,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
15,金桥信息,参股,上海,,,,,,,,,ABCDEFGH,x146-宇树机器人
16,长盛轴承-300,供货宇树,浙江-嘉兴,,,,,,,,,ABCDEFGH,x146-宇树机器人
17,曼恩斯特-300,供货宇树,广东-深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
18,蔚蓝锂芯,供货宇树,江苏-苏州,,,,,,,,,ABCDEFGH,x146-宇树机器人
19,凯旺科技-300,供货宇树,河南-周口,,,,,,,,,ABCDEFGH,x146-宇树机器人
20,创世纪-300,供货宇树,广东-东莞,供货精密结构件,,,,,,,,ABCDEFGH,x146-宇树机器人
21,德邦科技-688,供货宇树,山东-烟台,,,,,,,,,ABCDEFGH,x146-宇树机器人
22,一博科技-300,供货宇树,广东-深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
23,中机认检-300,供货预期,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
24,移远通信,供货预期,上海,,,,,,,,,ABCDEFGH,x146-宇树机器人
25,北纬科技,供货预期,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
26,兆威机电,供货预期,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
27,万马股份,供货预期,浙江-杭州,,,,,,,,,ABCDEFGH,x146-宇树机器人
28,贝斯特-300,供货预期,江苏-无锡,,,,,,,,,ABCDEFGH,x146-宇树机器人
29,北特科技,供货预期,上海,,,,,,,,,ABCDEFGH,x146-宇树机器人
30,中大力德,供货预期,浙江-宁波,,,,,,,,,ABCDEFGH,x146-宇树机器人
31,凌云光-688,供货预期,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
32,全志科技,供货预期,广东-珠海,,,,,,,,,ABCDEFGH,x146-宇树机器人
33,奥比中光-688,供货预期,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
34,欣旺达-300,供货预期,深圳,,,,,,,,,ABCDEFGH,x146-宇树机器人
35,江苏雷利-300,供货预期,江苏-常州,,,,,,,,,ABCDEFGH,x146-宇树机器人
36,东睦股份,供货预期,浙江-宁波,,,,,,,,,ABCDEFGH,x146-宇树机器人
37,宝通科技-300,应用,江苏-无锡,,,,,,,,,ABCDEFGH,x146-宇树机器人
38,盛通股份,应用,北京,,,,,,,,,ABCDEFGH,x146-宇树机器人
39,丰茂股份-300,应用,浙江-宁波,,,,,,,,,ABCDEFGH,x146-宇树机器人
