序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
1.0,华为智界,,,奇瑞参股，车身部件，智能驾驶，动力系统，装配产线,,,,,,,,ABCDEFGH,x168-华为智界
2.0,瑞鹄模具,奇瑞参股,安徽-芜湖,奇瑞总部在芜湖,,,,,,,,ABCDEFGH,x168-华为智界
3.0,立讯精密,奇瑞参股,深圳,,,,,,,,,ABCDEFGH,x168-华为智界
4.0,浙江仙通,车身部件-无框车门,台州,,,,,,,,,ABCDEFGH,x168-华为智界
5.0,国光电器,车身部件-消音器,广州,,,,,,,,,ABCDEFGH,x168-华为智界
6.0,上声电子,车身部件-消音器,,,,,,,,,,ABCDEFGH,x168-华为智界
7.0,毅昌科技,车身部件-保险杠,广州,,,,,,,,,ABCDEFGH,x168-华为智界
8.0,凯众股份,车身部件-减震,上海,,,,,,,,,ABCDEFGH,x168-华为智界
9.0,溯联股份-300,车身部件-管路,重庆,,,,,,,,,ABCDEFGH,x168-华为智界
10.0,金固股份,车身部件-轮毂,杭州,,,,,,,,,ABCDEFGH,x168-华为智界
11.0,青岛双星,车身部件-轮毂,青岛,,,,,,,,,ABCDEFGH,x168-华为智界
12.0,长青股份,车身部件-车架,扬州,,,,,,,,,ABCDEFGH,x168-华为智界
13.0,铭科精技,车身部件-车架,东莞,,,,,,,,,ABCDEFGH,x168-华为智界
14.0,万安科技,车身部件-车架,绍兴,,,,,,,,,ABCDEFGH,x168-华为智界
15.0,天汽模,车身部件-车架,天津,,,,,,,,,ABCDEFGH,x168-华为智界
16.0,苏奥传感-300,智能驾驶-传感器,江苏-扬州,,,,,,,,,ABCDEFGH,x168-华为智界
17.0,天龙股份,智能驾驶-传感器,浙江-宁波,,,,,,,,,ABCDEFGH,x168-华为智界
18.0,均胜电子,智能驾驶-域控,浙江-宁波,,,,,,,,,ABCDEFGH,x168-华为智界
19.0,浙江世宝,智能驾驶-转向系统,金华,,,,,,,,,ABCDEFGH,x168-华为智界
20.0,福赛科技-300,智能驾驶-座舱,安徽-芜湖,,,,,,,,,ABCDEFGH,x168-华为智界
21.0,华依科技-688,智能驾驶-惯性导航,上海,,,,,,,,,ABCDEFGH,x168-华为智界
22.0,科大国创-300,动力系统,安徽-合肥,,,,,,,,,ABCDEFGH,x168-华为智界
23.0,瑞鹄模具,装配产线,芜湖,,,,,,,,,ABCDEFGH,x168-华为智界
24.0,均普智能-688,装配产线,宁波,,,,,,,,,ABCDEFGH,x168-华为智界
,,,,,,,,,,,,,
26.0,,,,,,,,,,,,,
27.0,,,,,,,,,,,,,
28.0,,,,,,,,,,,,,
