序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
1.0,华润双鹤,医用卫生巾,北京,子公司华润紫竹药业旗下拥有医用卫生巾品牌，毓婷,,,,,,,,ABCDEFGH,x37-卫生巾
2.0,千金药业,医用卫生巾,湖南-株洲,千金静雅 的牌子,,,,,,,,ABCDEFGH,x37-卫生巾
3.0,奥美医药,医用卫生巾,湖北-宜昌,旗下拥有医用护理垫-卫生巾与应用护理垫-成人纸尿裤,,,,,,,,ABCDEFGH,x37-卫生巾
4.0,健尔康,医用卫生巾,江苏-常州,健尔康医用护理垫,,,,,,,,ABCDEFGH,x37-卫生巾
5.0,百亚股份,普通卫生巾,重庆-巴南,市场份额第一，产品是 自由点,,,,,,,,ABCDEFGH,x37-卫生巾
6.0,豪悦护理,普通卫生巾,浙江-杭州,市场份额第2，洁婷，森之物语,,,,,,,,ABCDEFGH,x37-卫生巾
7.0,诺邦股份,普通卫生巾,浙江-杭州,舒散（Surelax) 是国内首款可冲散卫生巾,,,,,,,,ABCDEFGH,x37-卫生巾
8.0,中顺洁柔,普通卫生巾,广东-中山,朵蕾蜜,,,,,,,,ABCDEFGH,x37-卫生巾
9.0,稳健医疗-300,普通卫生巾,深圳,奈丝公主,,,,,,,,ABCDEFGH,x37-卫生巾
10.0,依依股份,普通卫生巾,天津,依依，阳光姐妹,,,,,,,,ABCDEFGH,x37-卫生巾
11.0,云南白药,普通卫生巾,昆明,益小小，白晓晓,,,,,,,,ABCDEFGH,x37-卫生巾
12.0,仁和药业,普通卫生巾,江西-宜春,妇炎洁,,,,,,,,ABCDEFGH,x37-卫生巾
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
28.0,,,,,,,,,,,,,
